x1, y1, x2, y2, x3, y3, velocity1_x, velocity1_y, steering1, throttle1, velocity2_x, velocity2_y, steering2, throttle2, 
0.38278746604919434, 0.005244140513241291, 0.6081170439720154, 0.04525512456893921, 0.881887674331665, 0.13263548910617828, 0.6938726902008057, -0.006756885908544064, 2.2370941078197415, 0.08668437482449204, 0.7225478291511536, 0.21286748349666595,0.6083527645139287, 0.10405283788133703, 
0.6081170439720154, 0.04525512456893921, 0.881887674331665, 0.13263548910617828, 1.1651458740234375, 0.15389037132263184, 0.7225478291511536, 0.21286748349666595, 0.6083527645139287, 0.10405283788133703, 0.9152877330780029, 0.3071499466896057,-0.30907683981387957, -0.00394179878377432, 
0.881887674331665, 0.13263548910617828, 1.1651458740234375, 0.15389037132263184, 1.592745304107666, 0.25571775436401367, 0.9152877330780029, 0.3071499466896057, -0.30907683981387957, -0.00394179878377432, 0.9116185307502747, 0.00443784985691309,0.5507556871131516, 0.5847235560609745, 
1.1651458740234375, 0.15389037132263184, 1.592745304107666, 0.25571775436401367, 2.2744243144989014, 0.34852293133735657, 0.9116185307502747, 0.00443784985691309, 0.5507556871131516, 0.5847235560609745, 1.9552122354507446, 0.6423732042312622,-0.6316633240208455, -0.02661231975061218, 
1.592745304107666, 0.25571775436401367, 2.2744243144989014, 0.34852293133735657, 3.1525022983551025, 0.44755980372428894, 1.9552122354507446, 0.6423732042312622, -0.6316633240208455, -0.02661231975061218, 2.3029332160949707, 0.0004842663765884936,0.05220378435392797, 0.9318669366059837, 
2.2744243144989014, 0.34852293133735657, 3.1525022983551025, 0.44755980372428894, 4.403639316558838, 0.37416747212409973, 2.3029332160949707, 0.0004842663765884936, 0.05220378435392797, 0.9318669366059837, 3.550630807876587, 0.47643429040908813,-1.8237975828925075, 0.6201633698415074, 
3.1525022983551025, 0.44755980372428894, 4.403639316558838, 0.37416747212409973, 5.572254657745361, -0.11111816018819809, 3.550630807876587, 0.47643429040908813, -1.8237975828925075, 0.6201633698415074, 4.46250581741333, -0.8013647794723511,-1.8959007087902202, -0.34755298264177503, 
4.403639316558838, 0.37416747212409973, 5.572254657745361, -0.11111816018819809, 6.552679061889648, -1.2628064155578613, 4.46250581741333, -0.8013647794723511, -1.8959007087902202, -0.34755298264177503, 3.683457612991333, -2.3281426429748535,-1.422262976971811, 1.1933624158785205, 
5.572254657745361, -0.11111816018819809, 6.552679061889648, -1.2628064155578613, 7.311739444732666, -2.9248363971710205, 3.683457612991333, -2.3281426429748535, -1.422262976971811, 1.1933624158785205, 2.5072944164276123, -4.773610591888428,0.5205953651351742, 1.0448605273733624, 
6.552679061889648, -1.2628064155578613, 7.311739444732666, -2.9248363971710205, 8.403489112854004, -4.437537670135498, 2.5072944164276123, -4.773610591888428, 0.5205953651351742, 1.0448605273733624, 3.0677220821380615, -6.008035182952881,0.6745283709175438, 0.5158380160010844, 
7.311739444732666, -2.9248363971710205, 8.403489112854004, -4.437537670135498, 9.893450736999512, -6.087165355682373, 3.0677220821380615, -6.008035182952881, 0.6745283709175438, 0.5158380160010844, 4.470229625701904, -5.011567115783691,-0.3877288505733839, 0.8725908597226509, 
0, 0, 0, 0, 0.0, 0.0, 4.470229625701904, -5.011567115783691, 0, 0, 4.5683207511901855, -4.900004863739014,0, 0, 
0, 0, 0.0, 0.0, 0.06861206144094467, 0.008702392689883709, 4.5683207511901855, -4.900004863739014, 0, 0, 0.0014643764588981867, 0.01474772673100233,0.37204676010224175, 0.7065491916258003, 
0.0, 0.0, 0.06861206144094467, 0.008702392689883709, 0.31953123211860657, 0.011391601525247097, 0.0014643764588981867, 0.01474772673100233, 0.37204676010224175, 0.7065491916258003, 0.6973442435264587, -0.01565525121986866,-0.006571775374050792, 0.5401151289639352, 
0.06861206144094467, 0.008702392689883709, 0.31953123211860657, 0.011391601525247097, 0.994360625743866, 0.07518921047449112, 0.6973442435264587, -0.01565525121986866, -0.006571775374050792, 0.5401151289639352, 1.2886101007461548, 0.008343554101884365,0.14996891285737374, 1.7101376606622134, 
0.31953123211860657, 0.011391601525247097, 0.994360625743866, 0.07518921047449112, 2.309013843536377, 0.15117919445037842, 1.2886101007461548, 0.008343554101884365, 0.14996891285737374, 1.7101376606622134, 3.086578369140625, 0.3322213292121887,0.00023670185426888368, 1.5931312562864273, 
0.994360625743866, 0.07518921047449112, 2.309013843536377, 0.15117919445037842, 3.703298807144165, 0.3408434987068176, 3.086578369140625, 0.3322213292121887, 0.00023670185426888368, 1.5931312562864273, 4.712339878082275, 0.2735558748245239,0.28234605906300386, 0.921530121326211, 
2.309013843536377, 0.15117919445037842, 3.703298807144165, 0.3408434987068176, 5.3165764808654785, 0.4420166015625, 4.712339878082275, 0.2735558748245239, 0.28234605906300386, 0.921530121326211, 4.763480186462402, 1.0022234916687012,-0.31914093305374924, 0.9910918459089152, 
3.703298807144165, 0.3408434987068176, 5.3165764808654785, 0.4420166015625, 7.309449195861816, 0.5771093368530273, 4.763480186462402, 1.0022234916687012, -0.31914093305374924, 0.9910918459089152, 6.017958641052246, -0.16303177177906036,0.44425950733619296, 0.22359835899674985, 
5.3165764808654785, 0.4420166015625, 7.309449195861816, 0.5771093368530273, 9.369183540344238, 0.7616601586341858, 6.017958641052246, -0.16303177177906036, 0.44425950733619296, 0.22359835899674985, 6.425978660583496, 1.1261889934539795,-1.1140773152576968, 0.3369221354812957, 
7.309449195861816, 0.5771093368530273, 9.369183540344238, 0.7616601586341858, 11.091310501098633, 0.47819334268569946, 6.425978660583496, 1.1261889934539795, -1.1140773152576968, 0.3369221354812957, 6.501791954040527, 0.010789768770337105,-0.9702471205652701, 0.5131136027933462, 
9.369183540344238, 0.7616601586341858, 11.091310501098633, 0.47819334268569946, 12.456873893737793, -0.5013403296470642, 6.501791954040527, 0.010789768770337105, -0.9702471205652701, 0.5131136027933462, 5.6585869789123535, -1.911164402961731,-1.8217490876307554, 0.2548888498730749, 
11.091310501098633, 0.47819334268569946, 12.456873893737793, -0.5013403296470642, 13.457093238830566, -2.060905694961548, 5.6585869789123535, -1.911164402961731, -1.8217490876307554, 0.2548888498730749, 3.8659777641296387, -4.001869201660156,-0.5135209776740242, 1.1095564274698404, 
12.456873893737793, -0.5013403296470642, 13.457093238830566, -2.060905694961548, 14.391727447509766, -3.960176944732666, 3.8659777641296387, -4.001869201660156, -0.5135209776740242, 1.1095564274698404, 2.896655797958374, -6.050522327423096,0.17512583022290634, 0.5974928937813104, 
13.457093238830566, -2.060905694961548, 14.391727447509766, -3.960176944732666, 15.35109806060791, -6.274604320526123, 2.896655797958374, -6.050522327423096, 0.17512583022290634, 0.5974928937813104, 3.5058298110961914, -6.476561546325684,-0.30414738616781994, 0.6267734318292926, 
0, 0, 0, 0, 0.0, 0.0, 3.5058298110961914, -6.476561546325684, 0, 0, 2.586623191833496, -7.772562026977539,0, 0, 
0, 0, 0.0, 0.0, 0.017341308295726776, -0.0013452147832140326, 2.586623191833496, -7.772562026977539, 0, 0, -0.00204764143563807, -0.004150295630097389,0.17735232431776132, 0.27722710005757767, 
0.0, 0.0, 0.017341308295726776, -0.0013452147832140326, 0.13005462288856506, -0.02285156212747097, -0.00204764143563807, -0.004150295630097389, 0.17735232431776132, 0.27722710005757767, 0.15963825583457947, 0.003876603441312909,-0.5077717122053895, 1.0421674038648883, 
0.017341308295726776, -0.0013452147832140326, 0.13005462288856506, -0.02285156212747097, 0.5447192192077637, 0.005213622935116291, 0.15963825583457947, 0.003876603441312909, -0.5077717122053895, 1.0421674038648883, 0.9035813212394714, -0.1858629584312439,0.6855225806498759, 0.30284234399389875, 
0.13005462288856506, -0.02285156212747097, 0.5447192192077637, 0.005213622935116291, 1.0403258800506592, 0.025338133797049522, 0.9035813212394714, -0.1858629584312439, 0.6855225806498759, 0.30284234399389875, 1.420068383216858, 0.28288784623146057,-0.08765516946144625, 0.2711771168706231, 
0.5447192192077637, 0.005213622935116291, 1.0403258800506592, 0.025338133797049522, 1.6476393938064575, 0.053455810993909836, 1.420068383216858, 0.28288784623146057, -0.08765516946144625, 0.2711771168706231, 1.8441599607467651, 0.016537481918931007,0.04249058934967814, 1.2798589869641712, 
