speed, gear, position_x, position_y
11.486478805541992, 0, 42.909568786621094, -0.12699951231479645, 
11.462284088134766, 2, 43.67293930053711, -0.1289965808391571, 
11.69503116607666, 2, 44.44015884399414, -0.13100463151931763, 
11.773783683776855, 2, 45.20978546142578, -0.13301634788513184, 
11.777684211730957, 2, 45.97359085083008, -0.1350073218345642, 
11.845297813415527, 2, 46.73386764526367, -0.13698607683181763, 
11.849615097045898, 2, 47.48976516723633, -0.1389489769935608, 
11.836379051208496, 2, 48.237937927246094, -0.14088988304138184, 
11.810443878173828, 2, 48.97869110107422, -0.14281006157398224, 
11.774566650390625, 2, 49.71063995361328, -0.14470580220222473, 
11.796836853027344, 2, 50.43637466430664, -0.14658690989017487, 
11.775012969970703, 2, 51.15573501586914, -0.14845336973667145, 
11.756876945495605, 2, 51.86735153198242, -0.1502978503704071, 
11.773041725158691, 2, 52.573490142822266, -0.1521276831626892, 
11.742148399353027, 2, 53.272377014160156, -0.15393798053264618, 
11.731181144714355, 0, 53.963993072509766, -0.1557299792766571, 
11.719952583312988, 0, 54.64899444580078, -0.1575048863887787, 
11.704054832458496, 0, 55.55206298828125, -0.15984496474266052, 
11.435028076171875, 1, 56.43351364135742, -0.16213011741638184, 
11.185298919677734, 1, 57.28220748901367, -0.1643359363079071, 
11.124540328979492, 1, 58.110374450683594, -0.1665014624595642, 
11.155238151550293, 1, 58.93034362792969, -0.16865234076976776, 
11.098251342773438, 1, 59.73917770385742, -0.1707800328731537, 
10.996389389038086, 1, 60.5327262878418, -0.17286987602710724, 
10.876307487487793, 1, 61.30986022949219, -0.17491942644119263, 
10.777417182922363, 1, 62.07131576538086, -0.17693236470222473, 
10.783370971679688, 1, 62.82413864135742, -0.1789270043373108, 
10.745671272277832, 1, 63.57057571411133, -0.180908203125, 
10.753589630126953, 1, 64.49459075927734, -0.18336425721645355, 
10.891053199768066, 1, 65.23622131347656, -0.1853356957435608, 
10.924375534057617, 0, 66.1683120727539, -0.1878100484609604, 
10.865617752075195, 2, 67.09476470947266, -0.21229125559329987, 
11.075262069702148, 2, 68.02547454833984, -0.28660643100738525, 
11.093128204345703, 2, 68.97443389892578, -0.3598730266094208, 
11.04780101776123, 2, 69.91048431396484, -0.4545226991176605, 
10.963180541992188, 2, 70.84829711914062, -0.5637548565864563, 
10.898180961608887, 2, 71.76298522949219, -0.6810046434402466, 
10.782140731811523, 2, 72.66253662109375, -0.8294311165809631, 
10.583735466003418, 2, 73.53604888916016, -1.0301965475082397, 
10.370589256286621, 2, 74.37737274169922, -1.279107689857483, 
9.978556632995605, 2, 75.16815948486328, -1.584328532218933, 
9.701363563537598, 2, 75.9039535522461, -1.9420690536499023, 
9.297316551208496, 0, 76.60457611083984, -2.388292074203491, 
8.98175048828125, 0, 77.26972961425781, -2.8857715129852295, 
8.472068786621094, 1, 77.76518249511719, -3.323446035385132, 
7.8551249504089355, 1, 78.27751159667969, -3.907618284225464, 
7.617898941040039, 1, 78.61241149902344, -4.359451770782471, 
6.9878058433532715, 1, 78.89201354980469, -4.839117527008057, 
6.658131122589111, 1, 79.10355377197266, -5.338814735412598, 
6.3645524978637695, 1, 79.25148010253906, -5.8599534034729, 
6.335216999053955, 1, 79.34351348876953, -6.404694557189941, 
6.306447505950928, 1, 79.43106842041016, -6.96435022354126, 
6.266081809997559, 1, 79.53379821777344, -7.537392616271973, 
6.507256984710693, 1, 79.63414764404297, -8.110732078552246, 
6.75949764251709, 0, 79.7392349243164, -8.718415260314941, 
6.691380023956299, 0, 79.81863403320312, -9.341327667236328, 
6.98588228225708, 2, 79.89530181884766, -9.955053329467773, 
7.552717208862305, 2, 79.98965454101562, -10.623847007751465, 
7.859184265136719, 2, 80.04720306396484, -11.32701587677002, 
8.30932331085205, 2, 80.08940124511719, -12.080411911010742, 
8.732749938964844, 2, 80.13567352294922, -12.8754243850708, 
9.064675331115723, 2, 80.12862396240234, -13.72348403930664, 
9.304497718811035, 2, 80.12040710449219, -14.605712890625, 
9.465723991394043, 2, 80.10511779785156, -15.522223472595215, 
9.91059398651123, 2, 80.07472229003906, -16.475976943969727, 
10.219940185546875, 0, 80.03047943115234, -17.465856552124023, 
10.176488876342773, 0, 79.98303985595703, -18.4744873046875, 
10.503890037536621, 3, 79.97467803955078, -19.49022102355957, 
10.782301902770996, 3, 79.96310424804688, -20.516130447387695, 
11.187061309814453, 3, 79.95510864257812, -21.53802490234375, 
11.546320915222168, 3, 79.94802856445312, -22.597286224365234, 
11.873736381530762, 3, 79.9420394897461, -23.650651931762695, 
12.114782333374023, 3, 79.93221282958984, -24.721715927124023, 
12.431924819946289, 3, 79.92793273925781, -25.832860946655273, 
12.785284996032715, 3, 79.92648315429688, -26.983983993530273, 
13.075969696044922, 3, 79.92374420166016, -28.130155563354492, 
13.33147144317627, 0, 79.91808319091797, -29.285844802856445, 
13.30626106262207, 0, 79.91228485107422, -30.44708824157715, 
13.382326126098633, 2, 79.9067153930664, -31.613187789916992, 
13.652864456176758, 2, 79.90132141113281, -32.78470993041992, 
13.959012985229492, 2, 79.89602661132812, -33.97018814086914, 
14.275882720947266, 2, 79.89073181152344, -35.18342590332031, 
14.593101501464844, 2, 79.88545989990234, -36.41762161254883, 
14.90453815460205, 2, 79.88023376464844, -37.6607551574707, 
15.218758583068848, 2, 79.8748779296875, -38.9522705078125, 
15.531064987182617, 2, 79.86959075927734, -40.2493896484375, 
15.830223083496094, 2, 79.86420440673828, -41.57740020751953, 
16.044898986816406, 2, 79.85884857177734, -42.88695526123047, 
16.016740798950195, 0, 79.8556900024414, -44.18764114379883, 
16.0395565032959, 0, 79.84612274169922, -45.50938034057617, 
16.216899871826172, 3, 79.84220886230469, -46.80788803100586, 
16.523557662963867, 3, 79.83916473388672, -48.113197326660156, 
16.79430389404297, 3, 79.83573150634766, -49.43259048461914, 
17.044967651367188, 3, 79.83196258544922, -50.75933074951172, 
17.20139503479004, 3, 79.8280258178711, -52.08301544189453, 
17.1914005279541, 3, 79.823974609375, -53.401123046875, 
17.13713264465332, 3, 79.81988525390625, -54.71361541748047, 
17.077585220336914, 3, 79.81578063964844, -56.01921844482422, 
17.02089500427246, 3, 79.81269073486328, -56.99279022216797, 
16.9732723236084, 3, 79.80857849121094, -58.28258514404297, 
16.91449737548828, 3, 79.80451965332031, -59.56232833862305, 
16.855581283569336, 3, 79.80043029785156, -60.82913589477539, 
16.823972702026367, 0, 79.79637145996094, -62.08207702636719, 
16.80047607421875, 0, 79.7923583984375, -63.32186508178711, 
16.455730438232422, -1, 79.78840637207031, -64.5386734008789, 
15.841303825378418, -1, 79.78453063964844, -65.698486328125, 
15.646860122680664, 0, 79.78084564208984, -66.81591033935547, 
15.207609176635742, -1, 79.77722930908203, -67.90538024902344, 
15.0253324508667, 0, 79.77277374267578, -68.95575714111328, 
15.006105422973633, 0, 79.76752471923828, -69.99239349365234, 
14.987019538879395, 0, 79.76203155517578, -71.01588439941406, 
14.968085289001465, 0, 79.75697326660156, -72.02645111083984, 
14.950274467468262, 0, 79.75100708007812, -73.02554321289062, 
14.93047046661377, 0, 79.74404907226562, -74.01207733154297, 
14.911675453186035, 0, 79.73770141601562, -74.98609924316406, 
14.8938627243042, 0, 79.73340606689453, -75.94956970214844, 
14.87608814239502, 0, 79.729736328125, -76.91062927246094, 
14.85932731628418, 0, 79.72618865966797, -77.87060546875, 
14.829864501953125, 0, 79.72944641113281, -78.82929229736328, 
14.781190872192383, 0, 79.7576904296875, -79.78428649902344, 
14.763588905334473, 0, 79.7853012084961, -80.73770141601562, 
14.744895935058594, 0, 79.81498718261719, -81.68988037109375, 
14.628157615661621, 1, 79.84940338134766, -82.63909912109375, 
14.268271446228027, 1, 79.88743591308594, -83.56767272949219, 
13.97669792175293, 1, 79.92680358886719, -84.47552490234375, 
13.73155689239502, 1, 79.96217346191406, -85.36677551269531, 
13.526256561279297, 1, 79.99305725097656, -86.24390411376953, 
13.343256950378418, 1, 80.02589416503906, -87.10816192626953, 
13.1748628616333, 1, 80.05760955810547, -87.96107482910156, 
13.02207088470459, 1, 80.08766174316406, -88.80364227294922, 
12.868672370910645, 1, 80.1166763305664, -89.63600158691406, 
12.72077751159668, 1, 80.14506530761719, -90.45867919921875, 
12.568591117858887, 1, 80.16658020019531, -91.27205657958984, 
12.403316497802734, 1, 80.16453552246094, -92.07513427734375, 
12.261032104492188, 1, 80.16584014892578, -92.86870574951172, 
12.120434761047363, 1, 80.1708755493164, -93.6534423828125, 
11.981083869934082, 1, 80.17340850830078, -94.42955780029297, 
11.844413757324219, 1, 80.16890716552734, -95.1967544555664, 
11.709836959838867, 1, 80.16119384765625, -95.95518493652344, 
11.576934814453125, 1, 80.15204620361328, -96.7049560546875, 
11.445512771606445, 1, 80.14226531982422, -97.44619750976562, 
11.315469741821289, 1, 80.1322021484375, -98.17900085449219, 
11.184794425964355, 1, 80.12455749511719, -98.90345764160156, 
11.052227973937988, 1, 80.1257553100586, -99.61931610107422, 
10.92482852935791, 1, 80.12305450439453, -100.32681274414062, 
10.799095153808594, 1, 80.12068176269531, -101.02616882324219, 
10.675023078918457, 1, 80.11907958984375, -101.71754455566406, 
10.552541732788086, 1, 80.1180419921875, -102.40096282958984, 
10.43142032623291, 1, 80.11731719970703, -103.0765609741211, 
10.311602592468262, 1, 80.11643981933594, -103.74446868896484, 
10.193081855773926, 1, 80.1153793334961, -104.40483856201172, 
10.075809478759766, 1, 80.1143569946289, -105.05757904052734, 
9.959755897521973, 1, 80.11335754394531, -105.7028579711914, 
9.8449068069458, 1, 80.11236572265625, -106.34075164794922, 
9.732338905334473, 1, 80.11138916015625, -106.97178649902344, 
9.619651794433594, 1, 80.11040496826172, -107.59553527832031, 
9.508151054382324, 1, 80.10945129394531, -108.2120361328125, 
9.397811889648438, 1, 80.1084976196289, -108.82139587402344, 
9.299633979797363, 1, 80.10755920410156, -109.42391967773438, 
9.212298393249512, 1, 80.10662078857422, -110.02083587646484, 
9.114420890808105, 1, 80.10568237304688, -110.61165618896484, 
9.038768768310547, 1, 80.10476684570312, -111.19662475585938, 
8.981139183044434, 1, 80.10384368896484, -111.77806091308594, 
8.89702320098877, 1, 80.10292053222656, -112.35460662841797, 
8.802141189575195, 1, 80.10196685791016, -112.92522430419922, 
8.703131675720215, 1, 80.10073852539062, -113.48960876464844, 
8.602956771850586, 1, 80.0992202758789, -114.04737091064453, 
8.502944946289062, 1, 80.09767150878906, -114.59870910644531, 
8.403678894042969, 1, 80.09620666503906, -115.14363098144531, 
8.305333137512207, 1, 80.09477233886719, -115.68219757080078, 
8.20798397064209, 1, 80.0932846069336, -116.21446228027344, 
8.11162281036377, 1, 80.09178161621094, -116.74046325683594, 
8.016271591186523, 1, 80.09027099609375, -117.26029205322266, 
7.921932697296143, 1, 80.08875274658203, -117.77400207519531, 
7.82619047164917, 1, 80.08985137939453, -118.2816162109375, 
7.7078537940979, 1, 80.10982513427734, -118.78191375732422, 
7.619919776916504, 1, 80.12583923339844, -119.27579498291016, 
7.521134376525879, 1, 80.14363861083984, -119.76349639892578, 
7.38379430770874, 1, 80.18101501464844, -120.24320983886719, 
7.18969202041626, 1, 80.24713134765625, -120.709716796875, 
7.1031694412231445, 1, 80.32848358154297, -121.1648178100586, 
7.0198283195495605, 1, 80.40447235107422, -121.61595153808594, 
6.880929946899414, 1, 80.51123809814453, -122.0537338256836, 
6.704190731048584, 1, 80.64915466308594, -122.4722900390625, 
6.592082500457764, 1, 80.81206512451172, -122.8717041015625, 
6.484485149383545, 1, 80.98702239990234, -123.25657653808594, 
6.449731349945068, 1, 81.17670440673828, -123.6282958984375, 
6.41227388381958, 1, 81.38880920410156, -123.98558044433594, 
6.188117027282715, 1, 81.6231689453125, -124.31938171386719, 
6.070112228393555, 1, 81.8687973022461, -124.6278076171875, 
5.988290786743164, 1, 82.10891723632812, -124.93276977539062, 
5.836044788360596, 1, 82.36392211914062, -125.21572875976562, 
5.67058801651001, 1, 82.6331787109375, -125.4723892211914, 
5.610761642456055, 1, 82.90869140625, -125.71027374267578, 
5.558695316314697, 1, 83.18478393554688, -125.93983459472656, 
5.469164848327637, 1, 83.46826171875, -126.15325927734375, 
5.430779457092285, 1, 83.75415802001953, -126.35620880126953, 
5.36372184753418, 1, 84.02952575683594, -126.56703186035156, 
5.291279315948486, 1, 84.30353546142578, -126.77159881591797, 
5.220333099365234, 1, 84.57192993164062, -126.9762191772461, 
5.129084587097168, 1, 84.84422302246094, -127.16712951660156, 
5.004954814910889, 1, 85.12344360351562, -127.33589935302734, 
4.861194133758545, 1, 85.40750885009766, -127.48114013671875, 
4.686117649078369, 1, 85.69306182861328, -127.6007080078125, 
4.677093505859375, 1, 85.97628021240234, -127.71263122558594, 
4.592193126678467, 1, 86.2614517211914, -127.80905151367188, 
4.59660005569458, 1, 86.5455093383789, -127.9013442993164, 
4.549691200256348, 1, 86.82544708251953, -127.9970932006836, 
4.501125335693359, 1, 87.09959411621094, -128.0986328125, 
4.5017242431640625, 1, 87.370361328125, -128.203125, 
4.56071138381958, 1, 87.64454650878906, -128.30856323242188, 
4.53502082824707, 1, 87.92176818847656, -128.40625, 
4.558009147644043, 1, 88.20509338378906, -128.4858856201172, 
4.552953243255615, 1, 88.49710845947266, -128.54354858398438, 
4.499326229095459, 1, 88.79161834716797, -128.57447814941406, 
4.565490245819092, 1, 89.0872802734375, -128.59552001953125, 
4.599260330200195, 1, 89.38272094726562, -128.6211700439453, 
4.683104991912842, 1, 89.68006896972656, -128.64431762695312, 
4.760690689086914, 1, 89.98340606689453, -128.6765899658203, 
4.793312072753906, 1, 90.28815460205078, -128.7143096923828, 
4.906962871551514, 1, 90.59884643554688, -128.75271606445312, 
4.938512802124023, 1, 90.91400909423828, -128.7916259765625, 
5.02260160446167, 1, 91.232666015625, -128.8302459716797, 
5.2261576652526855, 1, 91.5616683959961, -128.87083435058594, 
5.519355297088623, 1, 91.90800476074219, -128.9137725830078, 
5.648741722106934, 0, 92.27132415771484, -128.94906616210938, 
5.637056827545166, 0, 92.63456726074219, -128.98446655273438, 
5.633606433868408, 2, 92.99663543701172, -129.02435302734375, 
6.000519752502441, 2, 93.37549591064453, -129.0653533935547, 
6.326083660125732, 2, 93.77767181396484, -129.09576416015625, 
6.658285140991211, 2, 94.20065307617188, -129.13235473632812, 
6.983430862426758, 2, 94.64457702636719, -129.17337036132812, 
7.2983078956604, 2, 95.10911560058594, -129.21542358398438, 
7.56287145614624, 2, 95.59355926513672, -129.24371337890625, 
7.868760108947754, 2, 96.09650421142578, -129.26736450195312, 
7.996516704559326, 2, 96.61071014404297, -129.300048828125, 
8.225838661193848, 2, 97.13470458984375, -129.3306427001953, 
8.515625, 2, 97.67916107177734, -129.34832763671875, 
8.673555374145508, 2, 98.23628997802734, -129.3633575439453, 
8.715506553649902, 2, 98.79720306396484, -129.3834991455078, 
9.019303321838379, 2, 99.36788177490234, -129.40089416503906, 
9.223431587219238, 0, 99.95941925048828, -129.41905212402344, 
9.215816497802734, 0, 100.5528793334961, -129.43722534179688, 
9.2728271484375, 3, 101.1464614868164, -129.4403533935547, 
9.555164337158203, 3, 101.75470733642578, -129.4445037841797, 
9.85011100769043, 3, 102.3824234008789, -129.4503936767578, 
10.115482330322266, 3, 103.02818298339844, -129.45535278320312, 
10.36810302734375, 3, 103.69085693359375, -129.45950317382812, 
10.608213424682617, 3, 104.36964416503906, -129.46324157714844, 
10.84658145904541, 3, 105.06411743164062, -129.46673583984375, 
11.082745552062988, 3, 105.77401733398438, -129.47079467773438, 
11.314767837524414, 3, 106.49905395507812, -129.4741668701172, 
11.541061401367188, 3, 107.23916625976562, -129.4774627685547, 
11.676450729370117, 3, 107.9909439086914, -129.48094177246094, 
11.673638343811035, 3, 108.74532318115234, -129.48338317871094, 
11.634174346923828, 3, 109.49740600585938, -129.4751739501953, 
11.601513862609863, 0, 110.24658966064453, -129.472412109375, 
11.591520309448242, 0, 110.9943618774414, -129.4659881591797, 
11.579410552978516, 0, 111.74139404296875, -129.45726013183594, 
11.495074272155762, 2, 112.48542022705078, -129.44813537597656, 
11.414595603942871, 2, 113.22265625, -129.43881225585938, 
11.36122989654541, 2, 113.95587921142578, -129.42945861816406, 
11.30349063873291, 2, 114.6855239868164, -129.41380310058594, 
11.19224739074707, 2, 115.40860748291016, -129.3700408935547, 
11.013337135314941, 2, 116.11856842041016, -129.2856903076172, 
10.960040092468262, 2, 116.81639099121094, -129.17822265625, 
10.936546325683594, 2, 117.5134506225586, -129.07777404785156, 
10.870741844177246, 2, 118.20783996582031, -128.97425842285156, 
10.77192211151123, 2, 118.88813018798828, -128.83251953125, 
10.63774299621582, 2, 119.55023956298828, -128.64698791503906, 
10.496610641479492, 2, 120.19284057617188, -128.4286346435547, 
10.354597091674805, 2, 120.81942749023438, -128.19003295898438, 
10.170761108398438, 0, 121.42636108398438, -127.93035125732422, 
9.71240234375, 0, 121.99152374267578, -127.63567352294922, 
9.294591903686523, 0, 122.50269317626953, -127.30459594726562, 
9.12009048461914, 1, 122.97688293457031, -126.94998931884766, 
9.030531883239746, 1, 123.42662811279297, -126.57667541503906, 
8.869681358337402, 1, 123.92088317871094, -126.05619049072266, 
8.63093090057373, 1, 124.38111114501953, -125.44691467285156, 
8.386245727539062, 1, 124.76563262939453, -124.85050201416016, 
7.945690155029297, 1, 125.11810302734375, -124.19172668457031, 
7.522565841674805, 1, 125.38142395019531, -123.49971771240234, 
7.197208881378174, 1, 125.55810546875, -122.74568939208984, 
7.343340873718262, 1, 125.67454528808594, -122.0859146118164, 
7.367674827575684, 1, 125.7849349975586, -121.35456085205078, 
7.627631664276123, 0, 125.88636779785156, -120.603759765625, 
7.361253261566162, 2, 126.02068328857422, -119.8725814819336, 
7.9895219802856445, 2, 126.1596450805664, -119.10958099365234, 
8.32210636138916, 2, 126.30371856689453, -118.29691314697266, 
8.996706008911133, 2, 126.45439910888672, -117.42871856689453, 
9.245182991027832, 2, 126.5897216796875, -116.52133178710938, 
9.864542961120605, 2, 126.74183654785156, -115.56394958496094, 
10.140556335449219, 2, 126.89772033691406, -114.56752014160156, 
10.497122764587402, 2, 127.06432342529297, -113.53475952148438, 
10.332240104675293, 2, 127.21387481689453, -112.50788879394531, 
10.781826972961426, 0, 127.37344360351562, -111.46852111816406, 
10.77178955078125, 0, 127.5317611694336, -110.40643310546875, 
11.071155548095703, 3, 127.6905517578125, -109.33509826660156, 
11.273764610290527, 3, 127.807373046875, -108.22126770019531, 
11.801068305969238, 3, 127.91216278076172, -107.06426239013672, 
12.03804874420166, 3, 128.01162719726562, -105.87289428710938, 
12.377331733703613, 3, 128.0890655517578, -104.65365600585938, 
12.743627548217773, 3, 128.1636505126953, -103.39569854736328, 
13.16057300567627, 3, 128.23435974121094, -102.09557342529297, 
13.416056632995605, 3, 128.29443359375, -100.7621841430664, 
13.795560836791992, 3, 128.3204345703125, -99.39363861083984, 
13.873941421508789, 0, 128.3477020263672, -98.0006103515625, 
13.955730438232422, 0, 128.36900329589844, -96.60501098632812, 
14.023812294006348, 2, 128.38522338867188, -95.2088394165039, 
14.432382583618164, 2, 128.39443969726562, -93.77833557128906, 
14.729031562805176, 2, 128.40272521972656, -92.31412506103516, 
15.151421546936035, 2, 128.4110870361328, -90.81108856201172, 
15.473111152648926, 2, 128.41964721679688, -89.27278137207031, 
15.824381828308105, 2, 128.4285125732422, -87.69818115234375, 
15.811080932617188, 2, 128.43055725097656, -86.11432647705078, 
15.792986869812012, 2, 128.45277404785156, -84.53697967529297, 
15.706804275512695, 2, 128.4537353515625, -82.96977996826172, 
15.70089340209961, 0, 128.45884704589844, -81.40525817871094, 
15.648390769958496, 1, 128.4694061279297, -79.84403228759766, 
15.250876426696777, 1, 128.48069763183594, -78.31199645996094, 
14.959124565124512, 1, 128.4925994873047, -76.81359100341797, 
14.8779935836792, 1, 128.50799560546875, -75.32694244384766, 
14.704751014709473, 1, 128.5153045654297, -73.85397338867188, 
14.576189041137695, 1, 128.52313232421875, -72.39479064941406, 
14.416687965393066, 1, 128.5315399169922, -70.9493637084961, 
14.305302619934082, 1, 128.54110717773438, -69.51071166992188, 
14.083026885986328, 1, 128.55398559570312, -68.09720611572266, 
13.940370559692383, 1, 128.56842041015625, -66.69558715820312, 
13.689388275146484, 1, 128.5828857421875, -65.33399200439453, 
13.56107234954834, 1, 128.5958709716797, -64.00447082519531, 
13.446212768554688, 0, 128.60719299316406, -62.6861457824707, 
13.509523391723633, 2, 128.61883544921875, -61.38530731201172, 
13.535564422607422, 2, 128.63040161132812, -60.075462341308594, 
13.627969741821289, 2, 128.64161682128906, -58.77445983886719, 
13.529918670654297, 2, 128.65243530273438, -57.491180419921875, 
13.574164390563965, 2, 128.66307067871094, -56.204925537109375, 
13.463939666748047, 2, 128.67373657226562, -54.94125747680664, 
13.501166343688965, 2, 128.6840362548828, -53.68778991699219, 
13.399506568908691, 2, 128.69410705566406, -52.44522476196289, 
13.432326316833496, 2, 128.70364379882812, -51.224491119384766, 
13.349528312683105, 2, 128.7125701904297, -50.03289031982422, 
13.355082511901855, 0, 128.72174072265625, -48.853416442871094, 
13.304746627807617, 0, 128.73114013671875, -47.680789947509766, 
13.038183212280273, 1, 128.740478515625, -46.52109146118164, 
12.732397079467773, 1, 128.74913024902344, -45.40212631225586, 
12.574170112609863, 1, 128.7570037841797, -44.31173324584961, 
12.407427787780762, 1, 128.76446533203125, -43.243587493896484, 
12.229283332824707, 1, 128.77413940429688, -41.84383773803711, 
12.179940223693848, 1, 128.78326416015625, -40.51555252075195, 
12.161359786987305, 1, 128.7902374267578, -39.49864196777344, 
12.020472526550293, 1, 128.799072265625, -38.2079963684082, 
11.89150619506836, 1, 128.80783081054688, -36.92515563964844, 
11.764305114746094, 1, 128.81649780273438, -35.650352478027344, 
11.616233825683594, 1, 128.82481384277344, -34.42234420776367, 
11.493525505065918, 1, 128.83279418945312, -33.236610412597656, 
11.348194122314453, 1, 128.8406982421875, -32.05463790893555, 
11.211544036865234, 1, 128.84837341308594, -30.90268898010254, 
11.088604927062988, 1, 128.85585021972656, -29.776546478271484, 
10.954483032226562, 1, 128.86312866210938, -28.67874526977539, 
10.914726257324219, 1, 128.87022399902344, -27.59844207763672, 
10.830950736999512, 1, 128.87709045410156, -26.547000885009766, 
10.764766693115234, 1, 128.884033203125, -25.50527572631836, 
